DIRECTORID	NAME	TITLES
nm2363801	Don Ringe	In Search of Ancient Astronauts
nm1149785	Laura Beth Love	Independents' Day, Mega Shark vs. Kolossus
nm10482345	Jennifer Deschamps	Inside Lehman Brothers
nm1228118	James Longley	Iraq in Fragments
nm1099439	Roger Pomphrey	It Couldn't Happen Here
nm0632354	Nonzee Nimibutr	Jan Dara, Nang Nak
nm0137228	Christian Carion	Joyeux Noel, My Son, The Girl from Paris
nm0089742	Stuart Blumberg	Keeping the Faith, Thanks for Sharing, The Girl Next Door, The Kids Are All Right
nm6893138	Barry Jay	Killer Therapy
nm1823803	Tanel Toom	Last Sentinel, Truth and Justice
nm0260773	David Espar	Latin Music USA
nm0702148	Fernando Pérez	Life Is to Whistle, Suite Habana, Últimos días en La Habana
nm4518474	Colin West	Linoleum, We Were Not Made for This World
nm3018890	Sam Kadi	Little Gandhi, The Citizen
nm0370510	John Hay	Lost Christmas, There's Only One Jimmy Grimble, To Olivia
nm8965400	Ok-seop Yi	Maggie
nm0576559	Ketan Mehta	Mangal Pandey, Manjhi: The Mountain Man, Mirch Masala, Rang Rasiya
nm0864778	Yuk Ching To	Legendary Assassin, The Pillow Book, Twilight Online
nm2167092	Reza Memari	Little Bird's Big Adventure
nm2039220	Choo Chang-min	Masquerade, Night of 7 Years
nm3946261	Winston DeGiobbi	Mass for Shut-Ins
nm12364495	Arno Crous	Mates
nm4136807	Elaine Bogan	Megamind, Spirit Untamed
nm3673803	Víctor Matellano	Mi adorado Monster, Vampyres
nm2353045	Glenn Miller	Mindcage, Vendetta
nm2333606	Residente	Miss Bala, Old Dogs
nm3309599	Neil Meschino	Mold!, The Art of Getting By, The Mildew from Planet Xonader
nm8330829	Olly Reid	Monster High: Welcome to Monster High
nm0280755	Hans Fjellestad	Moog
nm2480339	Irene Taylor	Moonlight Sonata: Deafness in Three Movements
nm1627093	Lucas Heyne	Mope
nm5023548	Lu Liu	Mr. Donkey
nm1178563	Melissa Haizlip	Mr. Soul!
nm3329219	Jeremy Herrin	Much Ado About Nothing
nm0118438	Bethel Buckalew	My Boys Are Good Boys
nm5022546	Yohan Manca	My Brothers and I
nm2685328	Danny Ben-Moshe	My Mother's Lost Children
nm4864827	Mikhail Kozlov	Na Baykal
nm6770489	Sergey Sarkisov	Na Parizh!
nm3193437	Giorgos Servetas	Na kathesai kai na koitas
nm1390919	Kelly Daniela Norris	Nakom
nm11624112	Hamisha Daryani Ahuja	Namaste Wahala
nm0155469	Pierre Chenal	Native Son
nm3429301	Jack Bennett	Never Surrender: A Galaxy Quest Documentary
nm1475794	Flip Van der Kuil	New Kids Turbo
nm1823202	Pascal Bergamin	Nice Guy
nm1129748	Randolph Cohlan	Night Shadow
nm18079477	Raj Reddy	No One Will Know
nm1902511	Azi Rahman	No Way Out
nm3121940	Hiroaki Matsuyama	Nobunaga Concerto: The Movie
nm1662689	Mariana Chenillo	Nora's Will, Paradise
nm0375093	Mats Helge Olsson	Nordexpressen, Russian Terminator
nm0726166	Leni Riefenstahl	Olympia Part One: Festival of the Nations, Olympia Part Two: Festival of Beauty, The Blue Light, Triumph of the Will
nm9459599	Gianni Caminiti	Ombra e il poeta
nm6233775	Sin-Hang Chiu	One Second Champion, Vampire Cleanup Department
nm0969087	Michiel van Erp	Open Seas
nm3071086	Jacek Glomb	Operation Dunaj
nm0466892	Andrej Kosak	Outsider
nm1243905	Michael Gracey	P!nk: All I Know So Far, Rocketman, The Greatest Showman
nm3810122	Mathew Cullen	Pacific Rim
nm0872809	Gus Trikonis	Pajama Party, The Evil, West Side Story
nm0253531	Jan Eliasberg	Past Midnight
nm2120560	Grand Corps Malade	Patients, School Life, Toy Story 3
nm0025914	Pia Andell	Patron
nm7418549	Kroll Azry	Pekak
nm1151835	Sara Ziff	Picture Me, Wirey Spindell, You Wont Miss Me
nm0821408	Bruno Stagnaro	Pizza, Beer, and Cigarettes
nm11749307	Anil Gelberi	Plaza
nm0003150	Michael Katleman	Primeval
nm0381783	Marianne Hettinger	Prince Harming
nm8906597	Himel Ashraf	Priyotoma
nm10098724	Yasmine Benkiran	Queens
nm4046336	Jonathan Olshefski	Quest
nm0933259	Dave Wilson	Quiz Show
nm0131033	Jerry Calà	Ragazzi della notte, Vado a vivere da solo, Vita Smeralda
nm11435377	Bruno Moreschi	Recoding Art
nm2942914	Cameron Macgowan	Red Letter Day
nm0409741	Bodil Ipsen	Red Meadows
nm2240326	Avan Jogia	Resident Evil: Welcome to Raccoon City, Tut, Zombieland: Double Tap
nm2273915	Coenie Dippenaar	Revenge
nm0793835	Yermek Shinarbayev	Revenge
nm0893508	Chris Ver Wiel	Rockula, Who Is Cletis Tout?
nm7472737	Lola Quivoron	Rodeo
nm0085970	Christian Blackwood	Roger Corman: Hollywood's Wild Angel
nm0608575	Gilbert Moses	Roots, Willie Dynamite
nm2789284	Andrew Merrill	Rot
nm0468549	William R. Kowalchuk Jr.	Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys, Rudolph the Red-Nosed Reindeer: The Movie, Virus
nm2449569	Nitara Lee Osbourne	Running on Empty Dreams
nm2224565	Russell Howard	Russell Howard Live: Dingledodies, Russell Howard: Live
nm0673049	Abilio Pereira de Almeida	Sai da Frente
nm2349310	Jay Stern	Say My Name
nm4550950	Nick Naveda	Say You Will, Words on Bathroom Walls
nm2063694	Josh Ruben	Scare Me, Werewolves Within
nm0822855	Eric Stanze	Scrapbook
nm0070594	Malik Bendjelloul	Searching for Sugar Man
nm1509181	Roberto Carminati	Segurança Nacional
nm0666369	Richard Patterson	Serenity, Star Trek: First Contact, The Bourne Identity, The Shadow
nm0877274	Lawrence Turman	Short Circuit, The Graduate, The River Wild, The Thing
nm4782807	Teemu Kaskinen	Silence, The Swedish Moment
nm9076823	Wesley Verástegui	Sin Vagina, me Marginan
nm2021068	Florence Ayisi	Sisters in Law
nm1729116	Chip Gubera	Slasher.com
nm1387258	Sarah Schenck	Slippery Slope, Virgin
nm1288939	Carmel Winters	Snap
nm0430000	Jeanne Jordan	So Much So Fast
nm3095950	Brandon Ho	Sonic the Hedgehog 2, The Master
nm2845242	Jakob Montrasio	Souls of Zen
nm0666640	Robert Patton-Spruill	Squeeze
nm0890862	K. Vasu	Sri Shirdi Saibaba Mahathyam
nm2961918	Gregory Sheppard	St. Roz
nm0000559	Leonard Nimoy	Star Trek, Star Trek III: The Search for Spock, Star Trek IV: The Voyage Home, Star Trek VI: The Undiscovered Country
nm0084478	Hartmut Bitomsky	Staub
nm3986411	Mallory Everton	Stop and Go
nm1613185	Yagmur Taylan	Stuck Apart, Vavien
nm0404660	Peter B. Hutton	Study of a River, Three Landscapes
nm1819881	Rohit Jugraj	Superstar
nm0210333	Helen De Michiel	Tarantella
nm4291238	Brian Vance	Templar Nation
nm12963920	Arvand Dashtaray	The Absent Director
nm6057982	Peter Meister	The Black Square
nm9935890	Wonjae Lee	The Boxcar Children - Surprise Island
nm1697290	Charles Barker	The Call Up
nm3176205	Charlotte Kemp Muhl	The Dead Don't Die, Zombeavers
nm0077002	Assaf Bernstein	The Debt
nm1930956	Robert Cannan	The Delivered, The Lovers & the Despot, Three Miles North of Molkom
nm1186703	Erik de Castro	The Division
nm3643608	Craig Calamis	The Drifter
nm3253232	Zach Math	The Final Member
nm4000389	Travis Cluff	The Gallows, The Gallows Act II
nm5696962	Takashi Innami	The God of Ramen
nm2426623	Jacques Bonnavent	The Gold Mine
nm5094453	Danish Renzu	The Illegal
nm3020713	Simon Bird	The Inbetweeners, The Inbetweeners 2
nm0451449	Andrey Kharitonov	The Invisible Man, Zazda strasti
nm0334552	Nikos Grammatikos	The King, Truants
nm4022767	Shahriar Bahrani	The Kingdom of Solomon
nm0015497	John Akomfrah	The Last Angel of History
nm3427021	Gianluca Matarrese	The Last Chapter
nm1699679	Mustafa Sevki Dogan	The Last Ottoman: Knockout Ali
nm1675080	Zac Heath	The Least of These, The River Within
nm3942977	Jeremy Profe	The Lennon Report
nm1463145	Hope Dickson Leach	The Levelling
nm3827060	Andrea Testa	The Long Night of Francisco Sanctis
nm6035584	Eoin Maher	The Male Gaze: The Heat of the Night
nm6946762	Jon Fitzgerald	The Milky Way
nm3309810	Davis Simanis Jr.	The Mover
nm8803418	Austin Meyer	The Patent Scam
nm3243478	Kris Hulbert	The Perfect House
nm0003389	Kandice King	The Perfect Physique
nm2178014	Samuel Smith	The Ponds
nm4528928	Elwira Niewiera	The Prince and the Dybbuk
nm7296944	Juan González	The Queen of the Lizards
nm0836430	Charles Sturridge	The Scapegoat
nm0036923	Grigoriy Aronov	The Seventh Companion, Vesenniye perevyortyshi
nm0251986	Jesse Eisenberg	The Social Network, The Squid and the Whale, Zombieland
nm2486025	Tim Weeks	The Space Shuttle: Flying for Me
nm3907579	Ása Helga Hjörleifsdóttir	The Swan
nm0160900	Yen-Ping Chu	The Treasure Hunter
nm0275935	Fern Field	The Wave
nm0257606	Diane English	The Women
nm0000141	David Duchovny	The X Files, The X Files: I Want to Believe
nm4115259	Roopesh Peethambaran	Theevram
nm0141899	Robert Carter	Thirst
nm0696387	Carrie Preston	To the Bone
nm5441910	Julia Caiuby	Train Station
nm1743282	Iñaki Arteta	Trece entre mil
nm0141351	John Paddy Carstairs	Trouble in Store
nm2858480	David Thomas	Tuning In
nm3877478	Sofía Brockenshire	Una hermana
nm1274214	Max Salomon	Unknown: The Lost Pyramid
nm0065568	Robert Becker	Vice Squad
nm3287020	Paulo Biscaia Filho	Virgin Cheerleaders in Chains
nm3273000	Max Joseph	We Are Your Friends
nm8061201	Rikke Asbjoern	We Lost Our Human
nm13200117	Joe Hunting	We Met in Virtual Reality
nm1857245	Hilla Medalia	Web Junkie
nm1226108	Alice Wu	Over the Moon, Saving Face, The Half of It
nm6319750	Daniel Robbins	Pledge, Uncaged
nm5945690	Qui Nguyen	Raya and the Last Dragon, Strange World
nm3442799	Chris Alstrin	Reel Rock 7
nm4275933	Vladimir Lert	Rejection
nm0638348	Mark Nuttall	Soldiers of the Damned
nm6872143	Kateryna Gornostai	Stop-Zemlia
nm5514857	Stephen Boyer	The Boy Behind the Door, The Wrath of Becky
nm0104117	Nouchka van Brakel	The Debut
nm0698779	Francesco Prosperi	The Evil Eye, The Hired Killer
nm1202956	Emy Hovanesyan	The Journey
nm8662474	Jake Fay	The Process
nm0364236	Beth Harrington	The Winding Stream
nm0267591	Nicolas Farkas	Thunder in the East
nm2413734	Bernd Böhm	Veruschka - Die Inszenierung (m)eines Körpers
nm1419055	Hari	Saamy, Singam, Singam 2
nm0427423	Adisa	Skin in the Game
nm0146068	Joseph Cates	Who Killed Teddy Bear
nm4424010	Sushmit Ghosh	Writing with Fire
nm2555469	Mary Bronstein	Yeast
nm0450123	James Kerwin	Yesterday Was a Lie
nm2529949	Eduard Parri	Zhili-byli
nm0652823	Mariana Otero	À ciel ouvert
nm0485859	Michel Lang	À nous les garçons
nm0954503	Zdeněk Zelenka	
nm0216305	John Delaney	
nm1645156	Toby Trackman	
nm1567025	Julie Kalceff	
nm0142391	Pedro Carvajal	
nm5347261	Michele Plunkett	
nm2441942	Ryan Andrew Hooper	
nm1014010	Thomas Crahan	
nm0847187	Ryôsuke Takahashi	
nm0675616	Lasse Persson	
nm0019115	Sebastián Alfie	
nm3777273	Wilfried Méance	
nm1354839	Trent Di Gulio	
nm0301842	Elan Gale	
nm2838508	Ryan Moody	
nm0007215	King Baggot	
nm1206693	Dave Diomedi	
nm0127294	Wolfgang Büld	
nm0411853	Eberhard Itzenplitz	
nm0185734	Stephen Cragg	
nm1288396	Danny Roew	
nm0994568	Jean-François Rivard	
nm0023317	Robert Alvarez	
nm1428996	Madan	
nm1576931	Zane Vella	
nm5335617	Adam Khalil	
nm2363681	Mehul Shah	
nm0611243	Amir Muhammad	
nm4150494	Benjamin Nolot	
nm0080821	Robert Bibal	
nm0387702	Keith Hobelman	
nm0703559	Folco Quilici	
nm0659385	Feng-Pan Yao	
nm1882030	Nat Sharman	
nm0548071	Alberto Mariscal	
nm4425060	Grant Duffrin	
nm1745298	Roger Lay Jr.	
nm0916798	Kris Sherwood	
nm3112628	Rouzbeh Rashidi	
nm1289679	Clélia Cohen	
nm0652673	Leonid Osyka	
nm0320736	Alexis Girardet	
nm0494903	Anton Leader	
nm0291387	Chester M. Franklin	
nm0896892	Emilio Vieyra	
nm2189952	Jonas Selberg Augustsén	
nm0516323	Mar Lo	
nm5873153	Joe Stas	
nm1110083	Thaddeus D. Matula	
nm1337244	Andrew Nisker	
nm5169309	Wesley Skelly	
nm2329407	Ato Bautista	
nm1688464	Pedro Antonio	
nm1313925	Pip Chodorov	
nm0484761	Mario Landi	
nm3574246	Marco Bonfanti	
nm1100497	Ken'ichi Takeshita	
nm0959085	Aida Zyablikova	
nm0250053	J. Gordon Edwards	
nm0718987	Tilman Remme	
nm0377433	Astrid Henning-Jensen	
nm0136888	Edwin Carewe	
nm3111796	Katrina Hadley	
nm4636000	Simon Kessler	
nm2168407	Ana Cruz Navarro	
nm0136282	Laurent Carcélès	
nm0897156	Drahomíra Vihanová	
nm0250625	Omiros Efstratiadis	
nm0005102	Lindsay Hartley	
nm2195894	Li-Li Liu	
nm7429538	Gary Lee Vincent	
nm0438174	Iván Kapitány	
nm1637540	Lisa Schaffer	
nm0938732	Richard Wolstencroft	
nm3503408	Davide Pesca	
nm11276176	Denman Hatch	
nm1886706	Pablo Faro	
nm1561215	Hiroshi Jinsenji	
nm1231174	Daniel A. Miller	
nm4721448	Lyric R. Cabral	(T)ERROR, The Feeling of Being Watched
nm0205157	Michael Davis	100 Girls, Eight Days a Week, Shoot 'Em Up, Teenage Mutant Ninja Turtles II: The Secret of the Ooze
nm3786307	Chris Halsne	100 Miles to 40
nm0804592	Jerzy Skolimowski	11 Minutes, EO, Essential Killing, The Avengers
nm1168135	Ricardo Trogi	1991, Québec-Montréal, The Year I Became a Liar
nm0930536	Elmo Williams	20,000 Leagues Under the Sea, High Noon, The Longest Day, Tora! Tora! Tora!
nm1141181	Matthieu Delaporte	22 Bullets, The Best Is Yet to Come, What's in a Name?
nm0607422	Paul Morrison	23 Walks, Little Ashes, Wondrous Oblivion
nm6032354	Igor Tuveri	5 Is the Perfect Number
nm5405101	Andrew T. Wright	50 Kisses
nm3493166	Alex Meader	5th Street
nm2267886	Martha Goddard	7 from Etheria, The Dressmaker
nm8833077	Raj B. Shetty	777 Charlie, Garuda Gamana Vrishabha Vahana, Kantara
nm1351885	Henry Singer	9/11: The Falling Man
nm0637660	Noël-Noël	A Cage of Nightingales, The Chorus
nm15577741	Im Sang Yoon	A Company Man
nm1105578	Charles Kiselyak	A Constant Forge, Amadeus
nm6458072	Si-Heup Seong	A Dirty Carnival, Plan Man
nm0601696	Steve Moore	A Goofy Movie, Olive, the Other Reindeer
nm1780050	Piotr Subbotko	A Hole in the Head
nm0432616	Daniel Junge	A Lego Brickumentary, Being Evel, Saving Face
nm0834168	Jānis Streičs	A Limousine the Colour of Midsummer's Eve, Cilveka berns
nm4563405	Putrama Tuta	A Man Called Ahok, Catatan (Harian) Si Boy
nm0003836	Michael Powell	A Matter of Life and Death, Peeping Tom, The Red Shoes, The Tales of Hoffmann
nm0742553	Keva Rosenfeld	A Mighty Wind, All American High Revisited, Twenty Bucks
nm0179221	Anton Corbijn	A Most Wanted Man, Control, Squaring the Circle: The Story of Hipgnosis, The American
nm2320169	Mike Young	A Stand Up Guy, Adam, My Man Is a Loser
nm2298778	Caroline Leone	A Window to Rosália
nm0001023	John Cassavetes	A Woman Under the Influence, Love Streams, Opening Night, Rosemary's Baby
nm1889990	Morgan S. Dalibert	AKA
nm0427580	Bill Jones	Absolutely Anything, An Accidental Studio, Monty Python: Almost the Truth - The Lawyer's Cut
nm0218393	Johanna Demetrakas	Addicted to Love, Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche, Out of Line
nm3918354	Trevor Simms	Adrenochrome
nm3322985	Cole Sanchez	Adventure Time, Over the Garden Wall
nm0769703	Eric Schaeffer	After Fall, Winter, Boy Meets Girl, Fall, If Lucy Fell
nm1691270	Jim Hanft	After So Many Days, Band Aid, The Mother of Invention
nm2011715	Jon Weinbach	Air, The Redeem Team
nm1923369	Chandra Sekhar Yeleti	Aithe, Anukokunda Oka Roju
nm4784536	Neeraj Ghaywan	Ajeeb Daastaans, Masaan
nm1238441	Osamu Nabeshima	Akira, Castle in the Sky, Nausicaä of the Valley of the Wind
nm3427032	Carla Simón	Alcarràs, Summer 1993
nm5979759	Alex Lee Moyer	Alex's War, TFW NO GF
nm0653994	Ovidie	All About Anna
nm4147236	Bryan Darling	All Man: The International Male Story
nm1788075	Dylan McCormick	All the Ships at Sea, Sometime Other Than Now
nm0337157	Gavin Grazer	American Gangster, How the Grinch Stole Christmas, The World's Fastest Indian, Wayne's World 2
nm0689874	Barry Poltermann	American Movie, Jim & Andy: The Great Beyond, Raiders!: The Story of the Greatest Fan Film Ever Made
nm6643838	Mo Scarpelli	Anbessa, Frame by Frame
nm0241173	Clark Duke	Arkansas, Hot Tub Time Machine, Kick-Ass
nm1955420	Damon Cardasis	Arthur Miller: Writer, Maggie's Plan, Saturday Church
nm1758311	Mouloud Achour	Asterix at the Olympic Games, Clash of the Titans, Fake News, Point Break
nm5024832	Valentyn Vasyanovych	Atlantis, Black Level
nm0373871	Graham Heid	Bambi, Fantasia
nm4074500	Charles Dorfman	Barbarians, Honest Thief, The Lost Daughter, Tracks
nm4214524	Sampath Nandi	Bengal Tiger
nm3635901	Duane Baughman	Bhutto
nm3542585	Jens Östberg	Blowfly Park
nm3988716	Benjamin Hirsch	Bruno v Tyson
nm2540514	Paul Felten	Burn Country, Slow Machine, Zeroville
nm1837867	Frankie Chung	Curse of the Golden Flower, Enthiran, Kung Fu Hustle, Shaolin Soccer
nm0512794	Ruth Lingford	Death and the Mother
nm2710633	Nora Hamdi	Dolls and Angels
nm0955133	Nikos Zervos	Exoristos stin kentriki leoforo, Gynaikes dilitirio
nm0837333	Ryan Suffern	Finding Oscar, Jazz Fest: A New Orleans Story, The Bee Gees: How Can You Mend a Broken Heart
nm0451799	Eric Khoo	12 Storeys, Be with Me, Tatsumi
nm0005618	Alex Zamm	A Christmas Prince, Inspector Gadget 2, Under Wraps, Woody Woodpecker
nm0769351	Sauro Scavolini	A Man Called Blade, Love and Death in the Garden of the Gods, Your Vice Is a Locked Room and Only I Have the Key
nm1887138	Mohit Suri	Aashiqui 2, Ek Villain Returns, Malang
nm5554635	Howard Weiner	Abe & Phil's Last Poker Game
nm2835402	Leon Chambers	Above the Clouds
nm0033601	Noel Archambault	Across the Sea of Time, Rolling Stones: At the Max, Wings of Courage
nm1146032	Travis Pastrana	Action Figures 2, Days of My Youth, Nitro Circus: The Movie
nm3996912	Nicolas Aaron Mezzanatto	Acts of Violence, Seal Patrol, The Speak
nm3006131	Thurop Van Orman	Adventure Time, The Angry Birds Movie 2, The Little Prince
nm1482702	Masaaki Yuasa	Adventure Time, Kick-Heart, Lu Over the Wall, Mind Game
nm1257492	Radu Jude	Aferim!, Do Not Expect Too Much from the End of the World, Everybody in Our Family, The Happiest Girl in the World
nm0040328	Doug Atchison	Akeelah and the Bee, Brian Banks
nm5452444	Geetha J	Algorithms
nm1411783	Robert Kiviat	Aliens on the Moon: The Truth Exposed
nm2768496	Rafa Cano Méndez	Alike
nm5765457	Mandy Stockholm	All Too Human
nm0283810	Stéphane Foenkinos	Allied, Casino Royale, Delicacy, Midnight in Paris
nm0068385	Martin Bell	American Heart, Streetwise
nm5079253	Ash Avildsen	American Satan, Human Capital
nm1773757	Bedabrata Pain	Amu, Chittagong
nm0195439	James D'Arcy	An American Haunting, Cloud Atlas, Dunkirk, Master and Commander: The Far Side of the World
nm0060742	Joy Batchelor	Animal Farm
nm2287772	Aniruddha Roy Chowdhury	Antaheen, Pink
nm0001250	Charlotte Gainsbourg	Antichrist, Melancholia, Nymphomaniac: Vol. I, Nymphomaniac: Vol. II
nm5142528	Anna Zlokovic	Appendage
nm2320450	Roni Ezra	April 9th
nm0326937	Miguel Gomes	Arabian Nights: Volume 2 - The Desolate One, Arabian Nights: Volume 3 - The Enchanted One, Our Beloved Month of August
nm4814872	David A. Oster	Avengers: Endgame, Avengers: Infinity War, Todd McFarlane: Like Hell I Won't
nm0013878	Joe Ahearne	B&B
nm0452860	Rinko Kikuchi	Babel, Kumiko, The Treasure Hunter, Pacific Rim, The Brothers Bloom
nm1292685	Ben Hickernell	Backwards, Lebanon, Pa., What We Found
nm0383958	Tony Hiles	Bad Taste, Dead Alive, Jack Brown Genius
nm2454640	Dennis Curlett	Balls of Fury, Crank: High Voltage, Paradox Lost
nm10256738	Gulabi Srinu	Balupu
nm9905389	Evgeniy Emelin	Barabbas
nm0462029	Masahiro Kobayashi	Bashing
nm1793956	William Maher	Batman & Robin, Lethal Weapon 4, X-Men, X2: X-Men United
nm0177404	Darwyn Cooke	Batman Beyond
nm0386410	Hiroshi Fukutomi	Battle Angel
nm0920862	Paul Wendkos	Battle of the Coral Sea, The Mephisto Waltz
nm8340961	Christopher Sferrazza	Beast
nm3959295	Bryce Clark	Beauty and the Least: The Misadventures of Ben Banks
nm0000160	Ethan Hawke	Before Midnight, Before Sunrise, Before Sunset, Training Day
nm0690787	Hans Pool	Bellingcat: Truth in a Post-Truth World
nm10138266	Amy Segal	Best Wishes, Warmest Regards: A Schitt's Creek Farewell
nm0013972	Mac Ahlberg	Beverly Hills Cop III, From Beyond, Re-Animator, Striking Distance
nm3770947	Sean Breathnach	Beyond the Woods
nm0001120	Vittorio De Sica	Bicycle Thieves, Miracle in Milan, The Gold of Naples, Umberto D.
nm3614151	Brett Sullivan	Billy Elliot, Les Misérables in Concert: The 25th Anniversary, Newsies: The Broadway Musical
nm1204539	Jennifer Venditti	Billy the Kid
nm0382327	Laurent Heynemann	Birgitt Haas Must Be Killed
nm2123697	Till Nowak	Black Panther, Black Panther: Wakanda Forever, The Centrifuge Brain Project, The Lion King
nm0058396	Gabriel Bartalos	Blade, Darkman, Godzilla, Leprechaun
nm1661334	Amat Escalante	Blood, Heli, The Bastards, The Untamed
nm0250070	James L. Edwards	Bloodletting, Her Name Was Christa
nm0288975	Rolf Olsen	Bloody Friday, Uneasy Summer
nm8695279	Shinichi Fukazawa	Bloody Muscle Body Builder in Hell
nm1489850	Michele Martin	Blue, Howl
