WRITERID	NAME	TITLES
nm0622226	James Nathan	Más que amor, frenesí, The Killing Time
nm0032787	Renato Aragão	Na Onda do Iê-Iê-Iê, O Noviço Rebelde, Os Saltimbancos Trapalhões, Os Trapalhões na Guerra dos Planetas
nm0645760	Eiji Okuda	Nagai sanpo
nm4675982	Fred Chong	Nasi Lemak 2.0
nm2274944	Nenad Djuric	Nebo iznad krajolika
nm1536195	Masahiko Ôtsuka	Neon Genesis Evangelion: The End of Evangelion
nm1756590	Andrew Kasch	Never Sleep Again: The Elm Street Legacy
nm0834183	Russell Streiner	Night of the Living Dead, Night of the Living Dead, The Return of the Living Dead
nm3386593	Brian Leider	Nightclub Secrets
nm2417183	Hisakatsu Kuroki	Nightmare Detective, Psycho Gothic Lolita, Tetsuo: The Bullet Man
nm7088580	Julio Torres	Nimona
nm1076550	Yngvild Sve Flikke	Ninjababy, Women in Oversized Men's Shirts
nm0880085	Alain Ughetto	No Dogs or Italians Allowed
nm3553138	Johnny Xeno	No Good Heroes
nm3425135	Timofey Saenko	No Love in the City
nm0343228	Milton Herbert Gropper	No Man of Her Own
nm10369087	Kyeong-Taek Lim	No Mercy
nm1234242	Matthew Saville	Noise
nm0857004	Joseph Than	None Shall Escape
nm0542478	Manivannan	Nooravathu Naal
nm0400277	Jon Huffman	Fled
nm1259610	Sean O'Keefe	Godsend, I Know What You Did Last Summer, Spenser Confidential
nm0945086	Yuriy Yakovlev	Grandads-Robbers
nm3121530	Tracy Marino	Happiness Is
nm0442249	Rose Kaufman	Henry & June, Invasion of the Body Snatchers, The Wanderers
nm4333498	Tim Ogletree	Hesher, The Walking Deceased
nm5013262	Simran Dewan	Hyperlight
nm1718017	Pierpaolo Pirone	I pionieri, These Days
nm0365166	Pamela Harris	I'll Get By, Tin Pan Alley
nm0308527	Marina Garroni	Incontro nell'ultimo paradiso
nm0946875	Herman Yau	Ip Man: The Final Fight, Shock Wave, Shock Wave 2
nm0540962	Mathias Malzieu	Jack and the Cuckoo-Clock Heart, Mermaid in Paris
nm1577690	Kim Yu-mi	Jeong
nm6515462	Abba Makama	Juju Stories, The Lost Okoroshi
nm9668238	M. Sreeramakrishna	Kaala
nm2186766	Saeed Mirza	Khamosh
nm5699955	Jesse Mast	Kid West
nm2100250	Nilufer Gungörmüs	Korkuyorum Anne
nm0288399	Philippe Fourastié	La bande à Bonnot
nm0687706	Fernand Pluot	Les Charlots contre Dracula
nm2362326	Tadamichi Kuribayashi	Letters from Iwo Jima
nm0916412	Michael Webber	Like Dandelion Dust, The Devil You Know, The Elephant in the Living Room
nm0390998	Don Holley	Loaded Weapon 1
nm3166737	Ruth Beeckmans	Loft, Trio
nm0782528	Rachel Seiffert	Lore
nm0298960	Mack Furlong	Love & Savagery, Rare Birds, The Adventure of Faustus Bidgood
nm4720208	Chuck Howard	Love Again
nm0018201	Kirk Alex	Lunch Meat
nm0610246	Farley Mowat	Magic Hour: Lost in the Barrens, Never Cry Wolf, The Snow Walker
nm0139356	Horace B. Carpenter	Maniac
nm1515444	Jose Ruben Escalante Mendez	Mark of the Devil
nm6265085	Matteo Pilati	Mascarpone, The Hottest Summer
nm0388300	William Hope Hodgson	Matango
nm10728769	Mary Kay Andrews	Merry & Bright
nm1249212	Hidenori Sugimori	Mizu no onna
nm0508277	Víctor García León	More Grief Than Glory, Selfie
nm0493944	Lakis Lazopoulos	My Best Friend, R20
nm0120978	Linda Lautrec	My Breakfast with Blassie
nm1211088	Toe Yuen	My Life as McDull
nm4705578	Mikhail Mestetskiy	Neznachitelnye podrobnosti sluchaynogo epizoda, Nogi - atavizm, Rag Union
nm9499671	Hiroshi Sekine	Nishijin
nm1662741	Daniel Altiere	Norm of the North, Scooby-Doo! Curse of the Lake Monster, Scooby-Doo! The Mystery Begins
nm0620185	Masa Nakamura	Kamisama no pazuru, Sukiyaki Western Django
nm2114214	Peter Bergen	Legion of Brothers
nm0912849	Harold P. Warren	Manos: The Hands of Fate
nm0911505	Donal Lardner Ward	My Life's in Turnaround, The Royal Tenenbaums, The Suburbans
nm0739134	Daniel Romañach	Nueces para el amor
nm5714761	João Segall	O Caseiro
nm3633421	Sameer Rajda	OMG: Oh My God!
nm0078827	Alvah Bessie	Objective, Burma!, Ruthless, Smart Woman
nm0715346	Carol Reed	Odd Man Out, Oliver!, The Fallen Idol, The Third Man
nm3382063	Frederik Peeters	Old
nm11570725	David A. Roberts	Older Gods
nm6390439	Elie Grappe	Olga
nm0274729	Robert A. Ferretti	On Deadly Ground, Out for Justice, Rage, Red Cliff
nm0222426	Ajay Devgn	Once Upon a Time in Mumbaai, Shivaay, Tanhaji: The Unsung Warrior, The Legend of Bhagat Singh
nm3242555	Jack C. Donaldson	Once Upon a Time in Venice, Scoob!
nm0721817	Kevin Reynolds	One Eight Seven, Robin Hood: Prince of Thieves, The Count of Monte Cristo, Waterworld
nm0007172	Deverin Karol	One False Move
nm3133051	Johnna Troxell	One Night of Fear
nm0866850	Katherine Tomlinson	One Under the Sun
nm1995411	Stacy Sherman	One for the Money, The Breakup Girl
nm0494170	John le Carré	Our Kind of Traitor, The Constant Gardener, The Night Manager, Tinker Tailor Soldier Spy
nm1879267	Guillaume Senez	Our Struggles
nm0802354	Stephen Singular	Outlaw Prophet: Warren Jeffs, Talk Radio
nm4149056	Praveen Sattaru	PSV Garuda Vega, The Ghost
nm0611473	Partho Mukerjee	Paar
nm2247200	Albert Serra	Pacifiction, The Death of Louis XIV
nm1006964	Azie Faison Jr.	Paid in Full
nm1928599	Mitsuyo Kakuta	Pale Moon, Rebirth
nm1190191	Renzo Maietto	Papaya: Love Goddess of the Cannibals, Scandalo in famiglia, Season for Assassins
nm0750822	Harry Ruskin	Paradise for Three, The Postman Always Rings Twice, Watch the Birdie
nm0286070	Robert Foreman	Paranormal Calamity, Redline
nm0889962	Michael Varhol	Pee-wee's Big Adventure, The Big Picture, The Last Word
nm0340478	Anthony Greville-Bell	Perfect Friday, The Strange Vengeance of Rosalie, Theater of Blood
nm0845752	Patrick Süskind	Perfume: The Story of a Murderer, Rossini
nm0123353	Colette Burson	Permanent
nm0212311	Peter De Vries	Pete 'n' Tillie, Reuben, Reuben, The Tunnel of Love
nm2890857	Marta Buchaca	Phenomena
nm1255914	Kevin Rock	Philadelphia Experiment II, Warlock: The Armageddon
nm3298944	Sasi	Pichaikkaran, Sivappu Manjal Pachai
nm0991226	Fred J. Fox	Pick-up Summer
nm0224188	Karl DiPelino	Pigs, Such a Long Journey
nm2608831	Pauline Thomas	Pirates of Ghost Island
nm0812827	Mario Soldati	Policarpo 'ufficiale di scrittura', The Wayward Wife
nm2091311	Alex Jia	Police Story: Lockdown, Saving Mr. Wu, What Women Want
nm2926042	Priyesh Kaushik	Ponniyin Selvan: Part I, Solo, Taish, Wazir
nm0790250	Andrew Shea	Portrait of Wally
nm0375476	Jaime Hellman	Power 98
nm0267343	André Faria	Prata Palomares
nm0553417	Zé Celso	Prata Palomares
nm0787399	Steve Shagan	Primal Fear, Save the Tiger, The Formula, Voyage of the Damned
nm0655923	Lieven Paemen	Princess
nm10596554	Maciej Chwedo	Proceder
nm0455214	Robert Lee King	Psycho Beach Party, She Gets What She Wants
nm5252735	Joseph Bendy	Pursuit of Love
nm0510233	Jean-Paul Lilienfeld	Quatre garçons pleins d'avenir, Skirt Day
nm0526921	Ignazio Lupi	Quo Vadis?
nm0672015	Zak Penn	Ready Player One, The Avengers, The Incredible Hulk, X2: X-Men United
nm0465261	Guy Konopnicki	Red Kiss
nm0643307	Uschi Obermaier	Red Sun
nm0381915	Dick van den Heuvel	Regret!
nm0230228	Stu Dodge	Remember the Titans, Species II
nm4104149	Henrik Martin Dahlsbakken	Returning Home
nm0614701	Sean Paul Murphy	Revelation Road: The Black Rider, The Encounter
nm1044214	Enrico Formai	Revenge of the Barbarians
nm0720501	Norman Retchin	Ride Out for Revenge
nm1855099	Robert Homer Mollohan	Road to Paloma, Wolves
nm0858826	Frank Thomas	Robin Hood, The Aristocats, The Incredibles, The Iron Giant
nm0900092	Frédéric Vitoux	Robinson Crusoé
nm1308907	Jordan Allen-Dutton	Robot Chicken: Star Wars
nm6357692	Claire Wilson	Rocks
nm11993717	Nanami Kamon	Room 203
nm3119756	Tatsuya Umemoto	Room Laundering
nm0670030	Paul Peditto	Roundabout American
nm6789406	Elisabeth Schmied	Rubikon
nm12824860	Vipanchi	Rudhramadevi
nm1640046	Sarah Willis	Run Away Home
nm0310775	John Gay	Run Silent Run Deep, Separate Tables
nm2268988	Mark Haville	Running the Bases
nm5316794	Edith Bouvier	Russie, le laboratoire syrien, Under the Wire
nm2836945	Stanislav Mareyev	Russkiy spetsnaz
nm0935076	Nigel Wingrove	Sacred Flesh
nm0924065	Tim Whelan	Safety Last!, The Murder Man, The Thief of Bagdad
nm4660842	Ajda Smrekar	Sailing to Paradise
nm1778502	Luke Jarvis	Salesmen
nm0524002	Sebastián Luca de Tena	Samson and the Mighty Challenge
nm0950123	Tony T.L. Young	Samurai Cop 2: Deadly Vengeance
nm5570079	Rin Hamuro	Samurai's Promise
nm6796161	Pierre Cabon	Santa Claus!
nm1920901	Thomas Jason Davis	Scab
nm0406267	Valerio Jalongo	School Is Over
nm2764395	Rikard Ulvshammar	Se upp för Jönssonligan
nm0541858	Hansi Mandoki	Sebastian, The Rooster
nm0556498	Igor Maslennikov	Sentimentalnyi Roman
nm0808136	Emile Edwin Smith	Serenity, Superhero Movie, The Jackal
nm0315342	Stephen Gevedon	Session 9, Smoke, War of the Worlds
nm0156451	Chi-Sing Cheung	Seven Swords
nm1231249	James Moran	Severance
nm0707223	Kate Raisz	Shadow Magic
nm0025640	Jay Anania	Shadows & Lies, The Letter
nm0085353	John D.F. Black	Shaft
nm9590084	Marie-Louise Sinclair	Shaka Zulu: The Citadel
nm7278299	Anu Menon	Shakuntala Devi, Waiting
nm4716444	Greg Mitchell	Shark Island, SnakeHead Swamp
nm0995691	Jonah Markowitz	Shelter, The Diary of a Teenage Girl
nm0610115	Marcel Moussy	Shoot the Piano Player, The 400 Blows
nm4989098	Eun-Kyoung Kim	Show Me the Ghost, Vampire Hunter D: Bloodlust
nm3967762	Mitch McLeod	Silhouette
nm0427423	Adisa	Skin in the Game
nm3155266	Chen Li	Sky Hunter
nm1387258	Sarah Schenck	Slippery Slope, Virgin
nm2922750	David Light	Sneakerella, Zombies, Zombies 2, Zombies 3
nm1856975	Angela Pell	Snow Cake
nm0941453	Angela Workman	Snow Flower and the Secret Fan, The Zookeeper's Wife, War Bride
nm4106302	Douglas Dwight	So Hard to Forget
nm1026596	Joe Kelbley	Soldiers of Fortune
nm0395050	Nigel Horne	Soldiers of the Damned
nm0360113	William Hanley	Something About Amelia, The Attic: The Hiding of Anne Frank
nm1204572	Vlatka Vorkapic	Sonja and the Bull
nm7075214	Ayano Takeda	Sound! Euphonium the Movie: May the Melody Reach You!, Sound! Euphonium: The Movie - Welcome to the Kitauji High School Concert Band
nm1853643	Roze	Speak No Evil, The Savages
nm0560407	Sylvie Matton	Spermula
nm0520488	Phil Lord	Spider-Man: Across the Spider-Verse, Spider-Man: Into the Spider-Verse, The Lego Movie
nm5106831	Michael Rianda	Spider-Man: Across the Spider-Verse, Teenage Mutant Ninja Turtles: Mutant Mayhem, The Mitchells vs. the Machines
nm2980237	Robert Smithson	Spiral Jetty, Troublemakers: The Story of Land Art
nm0711222	Aleksandr Raskin	Spring
nm5566950	Anthony Robin	Stand
nm4475061	Frederic Jean-Jacques	Stand
nm0456508	Laurence Kirk	Stand by for Action
nm0871867	Tara Tremaine	Standoff, The Untold History of the United States
nm0858769	Dylan Thomas	Stone
nm1280221	Peter Luisi	Streaker, The Fraulein and the Sandman
nm0084598	Rick Bitzelberger	Stuck in Love.
nm0394665	Richard Horian	Student Confidential
nm0822167	Don Stanford	Suicide Kings
nm12094147	Anton Nikolaenko	Summer Time: Travel Back
nm3906558	Pavan Moondi	Sundowners
nm0391679	Jon Holmberg	Sune vs. Sune
nm0431531	Harold Joyce	Sunset Murder Case
nm0046469	Paloma Baeza	Sunshine, The House, The Tenant of Wildfell Hall
nm4695705	Spyros Papanaoum	Super Demetrios
nm4580472	Bahrom Yaqubov	Super Kelinchak
nm10216114	Lucien Czuga	Superchamp Returns
nm1738923	Paul Mounts	Superman: Red Son
nm2886144	Dave Johnson	Superman: Red Son
nm0599545	Eugenio Montes	Surcos
nm0444423	Barrie Keeffe	Sus, The Long Good Friday
nm0315584	Francesco Ghedini	Sweet Deceptions
nm0915978	Will Weaver	Sweet Land
nm7177251	Luke Paradise	Sympathy for the Devil
nm14875282	Lee Hee-chan	Take Off 2, The Vanished
nm0344709	Jerome Gruskin	Tarzan and the Huntress
nm0408326	Eun-Ah In	Tell Me Something
nm0245198	Patrice Duvic	Terminus
nm14456334	Matt Roche	The 100 Candles Game
nm1633344	Colleen Kamen	The 9/11 Hijackers: Inside the Hamburg Cell
nm0428825	Michael Jones	The Adventure of Faustus Bidgood
nm0487481	Lewis Lapham	The American Ruling Class
nm0295791	John Frink	The Angry Birds Movie, The Simpsons Movie
nm1809616	Daric Gates	The Appearing, Trafficked
nm5671676	Clayton Witmer	The Arbors
nm1352591	Phillip Hughes	The Avengers, The Lone Ranger, The Merry Maids of Madness
nm7524671	Spencer J. Andrews	The Avenue
nm2448288	Shane Smith	The Bad Batch, The Report
nm10186115	Stan Younger	The Banker
nm4716186	Tessa Choi	The Banquet
nm1182012	Sabina Murray	The Beautiful Country
nm2200650	Earl Skakel	The Benchwarmers
nm2910907	Dzhavid Kurbanov	The Best Movie
nm0228746	Thomas Dixon Jr.	The Birth of a Nation
nm0124165	Kate Bush	The Bone Collector, The Golden Compass, The Line, the Cross & the Curve, The Mother
nm3341723	Simon Carr	The Boys Are Back
nm0211240	Fiore DeRosa	The Brainwashing of My Dad
nm0494794	Tom Lea	The Brave Bulls, The Wonderful Country
nm0228300	Thomas M. Disch	The Brave Little Toaster, The Brave Little Toaster Goes to Mars
nm0869665	Maurice Tourneur	The Broken Butterfly
nm7198724	Taymaz Afsari	The Buffalo
nm4211695	Dmitriy Rogozin	The Challenge
nm0041652	Jean M. Auel	The Clan of the Cave Bear
nm3817287	Lynn Renee Maxcy	The Complex: Lockdown
nm1934447	Thierry Degrandi	The Concert
nm1752054	Lisa Shear	The Confessions of Bernhard Goetz
nm0241416	Alexandre Dumas	The Count of Monte Cristo, The Three Musketeers, The Three Musketeers
nm4522325	Pete Dris	The Courier
nm0902149	Max von der Grün	The Crocodiles: All for One, Vorstadtkrokodile
nm1330583	Nelam L. Hill	The Cry of Jazz
nm0090922	Alan Bodian	The Curse of the Living Corpse
nm0820484	Arthur St. Claire	The Dawn Express
nm0434835	Gordon Kahn	The Death Kiss
nm1201138	Martin Thau	The Depraved
nm6844734	Jana F. Brown	The Divide
nm2313794	André Pereira	The Dognapper, The Trace We Leave Behind
nm5725523	Jason Turner	The Dooms Chapel Horror
nm0935156	Ladislav Winkelhöfer	The Ear, You Are a Widow, Sir!
nm3112470	Will Sharpe	The Electrical Life of Louis Wain
nm6280382	Yao-Sheng Chang	The Falls
nm0434086	Jason Kabolati	The Final
nm5135243	Johnny Clyde	The Forgotten Colours of Dreams
nm3768477	Paul Rufus Jones	The Frozen Ground
nm7103472	Satomi Maiya	The Girl from the Other Side, The Girl from the Other Side: Siúil, a Rún
nm9269676	Mario González Martí	The Gold Seekers
nm1220363	William B. Breuer	The Great Raid
nm5992976	Nick Squire	The Hatching
nm2463880	Jeshua De Horta	The Hitchhiker
nm0060613	Rajshekhar Basu	The Holy Man, The Philosopher's Stone
nm0202221	Diana Daubeney	The House That Vanished, Vampyres
nm2843899	Aleksi Delikouras	Punttikomedia, Spede
nm3722454	Gal Zelezniak	Robot Awakening
nm0570305	William Anthony McGuire	Roman Scandals, Rosalie, The Great Ziegfeld, The Kid from Spain
nm0118900	Moura Budberg	Romanoff and Juliet, The Journey, The Sea Gull, Three Sisters
nm8752442	Kim Tae Kwan	Shadowless Sword
nm6651458	Weiwei Yang	Sheep Without a Shepherd, Soul Snatcher
nm0437488	Khris Kaneff	Spreading Darkness
nm1260704	Hanita Halevy	Tahara
nm7051011	Jeff Cox	Tethered, The Source of Shadows
nm0405153	Alan Hyman	The Arsenal Stadium Mystery
nm0383268	Ethan Higbee	The Carter, The Motivation, The Upsetter: The Life and Music of Lee Scratch Perry
nm2952841	Susumu Takaku	The Golden Bat
nm0906538	John Wainwright	The Grilling, Under Suspicion
nm0587796	John Millea	The Grind
nm1591054	Pyotr Ershov	The Hunchback Horse, Upon the Magic Roads
nm0841372	Yaron Svoray	The Infiltrator
nm1227825	Dorte Warnøe Høgh	The Inheritance
nm2827922	Stefano Sardo	The Invisible Boy, Una relazione
nm8718512	Prentice Sanders	The Last Black Man in San Francisco
nm0773823	Gerda Schneider	The Last Stage
nm0278969	Jan Fischer	The Lost Boys
nm14934989	David White	The Magic Flute
nm1661548	Richard Jones	The Man Who Murdered Sherlock Holmes
nm2318190	Elia Petridis	The Man Who Shook the Hand of Vicente Fernandez
nm0770942	Richard Schenkman	The Man from Earth, The Man from Earth: Holocene, The Pompatus of Love, Went to Coney Island on a Mission from God... Be Back by Five
nm4772560	Abishek J. Bajaj	The Mark, The Whole Truth
nm0271831	Michael Fengler	The Marriage of Maria Braun, Why Does Herr R. Run Amok?
nm6818191	Paul Pen	The Maus, The Warning
nm0695112	Timothy Prager	The Miracle Club
nm0332967	Andre Gower	The Monster Squad, Wolfman's Got Nards
nm0368818	Richard Hatem	The Mothman Prophecies, Under Siege 2: Dark Territory
nm0016043	Pedro Antonio de Alarcón	The Nail
nm3625810	Ji-Yeong Hong	The Naked Kitchen, Will You Be There?
nm2529432	Ishmael Chawla	The New Twenty
nm0300255	Marcos Gabriel	The Old Ways, The Wind
nm0604688	Glen Morgan	The One, Willard
nm0887613	Laura Bower Van Nuys	The One and Only, Genuine, Original Family Band
nm2285006	Jacques Sotty	The Page Turner, Tomorrow at Dawn
nm0762924	Enrico Sannia	The Passenger
nm2256841	Andreas Bradler	The Pasta Detectives
nm0470081	Lars Kraume	The People Vs. Fritz Bauer, The Silent Revolution
nm0293186	Hy Freedman	The Phantom Empire
nm0921551	Hannah Leder	The Planters
nm3050599	Ossama Bawardi	The Present, Wajib
nm0219682	Sam Denoff	The Princess Diaries, The Princess Diaries 2: Royal Engagement
nm0076820	Robin Bernheim	The Princess Switch
nm5509053	Koroku Inumura	The Princess and the Pilot
nm2278762	Simon Winchester	The Professor and the Madman, Truth in Numbers? Everything, According to Wikipedia
nm8196779	Chris Sexton Fletcher	The Punishment
nm9221455	Danielle L. McGuire	The Rape of Recy Taylor
nm0359343	Bruce Hancock	The Real Macaw
nm0088420	Yuri Blikov	The Return of the Musketeers, or The Treasures of Cardinal Mazarin
nm2319830	Honoré d'Urfé	The Romance of Astrea and Celadon
nm1494457	Peter Tompkins	The Secret Life of Plants
nm0675185	Lynette Perry	The Secret Place
nm1041241	Darrel Presnell	The Severed Arm
nm0764001	Carles Santos	The Silence Before Bach, Warsaw Bridge
nm9822591	Si Luo	The Silent War
nm0024853	Denys Amiel	The Smiling Madame Beudet
nm3423183	Jennifer Bonior	The Source of Shadows, Worm
nm0675081	George Sessions Perry	The Southerner
nm1649488	Holly Black	The Spiderwick Chronicles
nm0419358	Terry Jastrow	The Squeeze, Waltz Across Texas
nm0104567	Madeline Brandeis	The Star Prince
nm2805932	Frederick A. Larson	The Star of Bethlehem
nm7479795	Giorgio Mottola	The State-Mafia Pact
nm1027925	S. Bakhmetyeva	The Steamroller and the Violin
nm0636001	Duncan North	The Tao of Steve
nm1480069	Ken Lindberg	The Threat
nm1938036	Daniel Saul Housman	The Treatment
nm8442799	Oqba Bouzian	The War Show
nm0238003	Ed Driscoll	The Wild
nm0740316	Frank Rooney	The Wild One
nm1140292	Andrzej Sapkowski	The Witcher: Nightmare of the Wolf
nm4302678	Shaanan Street	The Wonders, You Don't Mess with the Zohan
nm1600872	Lee Sternthal	The Words, Tron: Legacy
nm7832675	Lise Akoka	The Worst Ones
nm9819281	Courtney Lehmann	The Yellow Wallpaper
nm0345427	Gianfrancesco Guarnieri	They Don't Wear Black Tie
nm6301115	Pilvi Peltola	They Have Escaped
nm6681706	Michael Greenwood	Things to Come
nm4775043	Marten Persiel	This Ain't California
nm2049844	Barry Langford	Thorne: Scaredycat
nm0780530	James Seale	Throttle
nm0240151	Paul Dudley	Timbuktu
nm0735552	Denyse Rodriguez-Tomé	To Each, Her Own
nm1414809	Reginald Jackson	Tongues Untied
nm1713577	Eric Murphy	Traficant: The Congressman of Crimetown
nm5356362	Shaul Schwarz	Trophy
nm3200062	Mary Mapes	Truth
nm0040125	Dmitriy Astrakhan	Ty u menya odna, Vsyo budet khorosho
nm2273595	Claude Zidi Jr.	Ténor
nm11852049	Conor Stechschulte	Ultrasound
nm2197358	Cynthia	Una sombra al frente
nm2704263	Stephen Fell	Unborn in the USA: Inside the War on Abortion
nm1025220	Kenyon J. Scudder	Unchained
nm1958979	Craig A. Williams	Underdog
nm10338778	Emily Jenkins	Upside-Down Magic
nm0783788	Aldo Semerari	Valeria dentro e fuori
nm0642684	Phil O'Shea	Vampire Diary
nm0285832	Phillip R. Ford	Vegas in Space
nm1440725	Mari Akasaka	Vibrator
nm5622738	Ujicha	Violence Voyager
nm0495848	Djordje Lebovic	Walter Defends Sarajevo
nm1844560	Mike Muldoon	Warning Shot
nm3773291	Renae Maihi	Waru, We Are Still Here
nm1888468	Dan Berman	Weirdsville
nm4248838	Christopher K. Walker	Welcome to Leith
nm2724363	Rui Alexandre Santos	What's New About Love?
nm2435606	Mónica Santana Baptista	What's New About Love?
nm0042884	Joe Mari Avellana	Wheels of Fire
nm0343929	Tony Grounds	When I'm Sixty-Four
nm0106622	Don Bredes	Where the Rivers Flow North
nm1226527	David Hughes	Where the Road Runs Out
nm7565570	Seth Ferranti	White Boy
nm3581951	Deepak Rauniyar	White Sun
