DIRECTORID|NAME|RESPOSTA|STATUS
nm0762674|Jonathan Sanger||
nm0039192|Bethany Ashton Wolf||
nm0192157|Richard E. Cunha||
nm0957263|Joseph Zito||
nm0706973|Douglas A. Raine||
nm2677924|Joann Sfar||
nm0442828|Shôji Kawamori||
nm0612780|Nick Mundy||
nm1420399|Niall Heery||
nm0705474|Peter Rader||
nm0462030|Masaki Kobayashi||
nm0005783|Alvaro Mancori||
nm0817848|Alan Spencer||
nm1928581|Baya Kasmi||
nm0639376|Billy O'Brien||
nm0000597|Bill Pullman||
nm5115294|Evan Grae Davis||
nm0614609|Paul Murphy||
nm0649097|Max Ophüls||
nm0207772|Lucio De Caro||
nm1680884|Karen Cinorre||
nm2860899|Jeanne Leblanc||
nm0722151|Efim Reznikov||
nm0057284|Shirley Barrett||
nm1479854|Justin Barber||
nm2557193|Anthony O'Brien||
nm10879939|Mathukutty Xavier||
nm10616141|Noah Miller||
nm0632815|Eulogio Nishiyama||
nm0004462|Jean-Louis Trintignant||
nm0223939|Michael Di Jiacomo||
nm0601785|Richard Moore||
nm0866017|Mitch Toles||
nm0671640|Nicholas de Pencier||
nm3506796|Bjorn-Erik Aschim||
nm5249953|Miki Komuro||
nm0499488|Xavier Legrand||
nm0568981|Troy McGatlin||
nm1926421|Jason Scott Sadofsky||
nm0000727|Percy Adlon||
nm2577199|Chris Peckover||
nm6440607|Justin Snyder||
nm1551663|Faruk Sabanovic||
nm1309359|Bryan Barber||
nm0273820|Chris Gilmore||
nm1639452|Chee Keong Cheung||
nm0925482|Stiles White||
nm5192303|Aleksandr Babaev||
nm0130536|James Callis||
nm0111845|Adam Brooks||
nm4470211|Jimmy Keyrouz||
nm0055823|Boris Barnet||
nm0237876|Karim Dridi||
nm0212092|Alison De Vere||
nm4045090|Verena Paravel||
nm1199513|Dave Kim||
nm0573710|Michael McNamara||
nm0751481|Toby Russell||
nm1164602|Ciarán Foy||
nm0251774|Fernando Eimbcke||
nm3402487|Jonas Baeckeland||
nm0613562|Shûkô Murase||
nm0940985|Ryan Jeremy Woodward||
nm2671235|Aleksey Pimanov||
nm1286340|Angela Robinson||
nm0417708|Annabel Jankel||
nm1066482|Vinay Sapru||
nm1206631|Ezequiel Crupnicoff||
nm0475878|Hitomi Kuroki||
nm2068796|Caroline Deruas||
nm0695215|Andrea Prandstraller||
nm6370124|Kevin Ang||
nm6678974|Felipe Belalcazar||
nm0529201|Mikael Lypinski||
nm1962313|Dibakar Banerjee||
nm0687913|Bruno Podalydès||
nm1098493|Rawson Marshall Thurber||
nm1024030|Nicholas David Brandt||
nm0446819|Richard Kelly||
nm1793079|Fede Alvarez||
nm2241637|Giovanni Galletta||
nm3071876|Yukiyo Teramoto||
nm0000841|Michael Ballhaus||
nm0412247|Guillaume Ivernel||
nm0000425|Peter Greenaway||
nm0012281|Felix O. Adlon||
nm0660893|John Paragon||
nm0011982|Pierre Adidge||
nm9496178|He Wen||
nm3121462|Charlotte Purdy||
nm3349927|Oren Uziel||
nm0875453|Kazuya Tsurumaki||
nm0897243|Gunnar Vikene||
nm0078660|Jessica Beshir||
nm0923330|Tanya Wexler||
nm1488177|Aurélie Saada||
nm0734308|David Rocksavage||
nm0399497|Martin Huberty||
nm2038422|Michael J. Gallagher||
nm0393094|Ishirô Honda||
nm4194421|Henrik Moltke||
nm0758431|Robert Salis||
nm8677229|James Lathos||
nm3889891|Leah Shore||
nm0219720|Pen Densham||
nm9813135|Chris Smead||
nm0781477|Paul Seed||
nm1913128|Nobuyuki Takeuchi||
nm2427173|Clive Turner||
nm5321270|Jason Zavaleta||
nm1031723|Johnny O'Reilly||
nm0775480|Frederick Schroeder||
nm0504900|Siu-Hung Leung||
nm0952791|Pio Zamuner||
nm2894714|Heidi Burkey||
nm2176784|Kevin Hamedani||
nm1362893|Petr Jákl||
nm7249446|Wajahat Rauf||
nm9541459|Yashowardhan Mishra||
nm0040440|Thodoris Atheridis||
nm3581002|Robert Hamilton||
nm4998712|Sugeeth||
nm0673512|Jack Perez||
nm7966933|Ben Wilder||
nm8617407|Mary Camarena||
nm0184947|C. Jay Cox||
nm11368300|Jean-Pierre Van Der Spuy||
nm0581170|Christian Merret-Palmair||
nm0909608|Dearbhla Walsh||
nm3210515|Bin Huang||
nm0479899|Jacques Lacerte||
nm0538353|Karl Maka||
nm3960381|Rubaiyat Hossain||
nm0598032|Elaine Mongeon||
nm0926592|Margaret Whitton||
nm7331430|Josh F. Huber||
nm3309730|Laura Ricciardi||
nm0868315|Ramón Torrado||
nm7435670|Yevheniy Yermak||
nm3426076|Ryan Connolly||
nm9310440|Marcin Borchardt||
nm0337471|Joseph Greco||
nm0864091|John Tintori||
nm0947779|Chi-Kin Yeung||
nm5244008|Ryan McGarry||
nm2430239|Kat Mansoor||
nm0899167|Alfred Viola||
nm9048484|Abdelhamid Bouchnak||
nm0756854|Kôsei Saitô||
nm0802132|Harjit Singh||
nm2106637|Aziz Ansari||
nm4654673|Joe Laughrey||
nm0230696|Lola Doillon||
nm0113477|Dylan Brown||
nm1996358|Andre Champagne||
nm0531404|Colin MacCabe||
nm0094280|Winfried Bonengel||
nm0433219|S. Lee Pogostin||
nm0006452|Stanley Kramer||
nm0117698|Dietrich Brüggemann||
nm0035697|Eric Armstrong||
nm0170111|Katie Cokinos||
nm0536238|Luigi Magni||
nm9491634|Jessica Moutray||
nm4438615|Chelsea Winstanley||
nm3536332|Celia Rico Clavellino||
nm0133899|Guillaume Canet||
nm2677913|Vasanthabalan||
nm3232264|Reinaldo Marcus Green||
nm0692538|Todd Portugal||
nm0312866|Augusto Genina||
nm5975105|Jeffrey Gould||
nm0828008|Sanford Sternshein||
nm2161035|Isti Madarász||
nm3516512|Michael Kerry Matthews||
nm0375551|Lenka Hellstedt||
nm0661700|Richard C. Parish||
nm11276177|Matt Hamilton||
nm3474042|Toby Burwell||
nm1008324|Stamatis Tsarouchas||
nm3326895|Alex K. Lee||
nm6010478|Ju-hyoung Lee||
nm0414912|Sarah Jacobson||
nm0663261|W.J. Parolini||
nm0470872|Mark Krenzien||
nm5163011|Sherice Griffiths||
nm0155637|Wai-Man Cheng||
nm0737053|Maclean Rogers||
nm1184241|Steven G. Lee||
nm0400491|Carol Hughes||
nm1190360|Dimitar Mitovski||
nm0005680|Ernest Day||
nm2120645|Tom Berninger||
nm0003751|Marichelle Daywalt||
nm0131643|Ken Cameron||
nm14019476|Md. Hafizur Rahman||
nm0266255|Jun Falkenstein||
nm0498174|Rowland V. Lee||
nm2957397|Tobias Wiemann||
nm2204106|Jaron Henrie-McCrea||
nm0233757|Jaco Van Dormael||
nm0308647|Greg Garthe||
nm1415729|Sanjay F. Gupta||
nm1379108|Yasmin Ahmad||
nm0006448|Gaurav Seth||
nm3433064|Pedro Solís García||
nm0019596|Jannis Aliferis||
nm0300880|Daniele Gaglianone||
nm4754360|Anthony Desiato||
nm2060498|Steven Wouterlood||
nm5994206|Kevin Wilson Jr.||
nm2480204|Navdeep Singh||
nm3658945|Mariko Munro||
nm1644451|Peter J. Eaton||
nm0279151|Van Fischer||
nm3265368|Josh Webber||
nm4258146|Martin Christopher Bode||
nm1823306|Tommy Withrow||
nm0948523|Yonfan||
nm1363374|Chandra Prakash Dwivedi||
nm1894365|Abdallah Omeish||
nm2400729|Sarab Neelam||
nm1580724|Jean-Jacques Mantello||
nm1963717|David Apkian||
nm2917126|Özgür Dogan||
nm2278268|Tim Rouhana||
nm15833444|Takahiro Imamura||
nm0351261|Sara Gómez||
nm0482592|Dante Lam||
nm8205919|Nelson Venkatesan||
nm2603848|Joshua Sasson||
nm5083134|Marta Prus||
nm0356966|Stewart Halpern-Fingerhut||
nm11160732|Cory Wexler Grant||
nm0330108|Dan Gordon||
nm6559272|Victor Alonso-Berbel||
nm4422247|Jeong-hoon Kim||
nm1769336|Chadden Hunter||
nm3174696|Brian Marshall||
nm1915966|Andrew Sherburne||
nm7869796|Alessio Nencioni||
nm0162166|Milan Cieslar||
nm1395408|Josh Alexander||
nm5162480|Seimei Kidokoro||
nm0522160|Guy J. Louthan||
nm0732299|Herb Robins||
nm0090439|Sergey Bobrov||
nm1328626|Nicholas Colla||
nm0711840|Brett Ratner||
nm0989998|Chao-Bin Su||
nm2299710|J.B. Benna||
nm2186258|Luke Higginson||
nm0519419|Frank Longo||
nm0856267|Hiroshi Teshigahara||
nm1441129|Carlene Cordova||
nm3170529|Michael Please||
nm16114958|Alyona Belova||
nm5446694|Sam Vasquez||
nm1337818|François Lamoureux||
nm0888186|Richard Van Vleet||
nm2359768|Chiaki Kon||
nm5459476|Chris Temple||
nm0334435|Edmund Grainger||
nm0590889|Daniel Minahan||
nm0820626|Christopher St. John||
nm2349060|Bejoy Nambiar||
nm6512883|Andrey Galat||
nm3444024|Javad Razavian||
nm2272880|Bobbie Peers||
nm10058036|Roberto Lipari||
nm0915233|Sal Watts||
nm7517648|Julian Baner||
nm3756711|Alexis Gambis||
nm0441809|Naama Kates||
nm0956890|Thom Zimny||
nm0372138|James Head||
nm0083532|Leo Birinsky||
nm2050328|José Miguel Contreras||
nm0781733|Joshua Seftel||
nm9289257|Christian Frelinghuysen||
nm2731165|Mathew Miller||
nm0134112|Jordan Canning||
nm1058265|Nurbek Egen||
nm0710043|Bharat Rangachary||
nm0681617|Picha||
nm7134179|Sam Barlow||
nm4562662|Mandeep Kumar||
nm0764776|Deran Sarafian||
nm1209487|Curtis Chin||
nm2106115|Anthony Power||
nm0574423|Carlton McRae||
nm1184205|Mark Gregory||
nm0900485|Román Viñoly Barreto||
nm3381168|Yishai Orian||
nm2994121|Nic Auerbach||
nm5419191|Max Ksjonda||
nm4841251|Sasha Sibley||
nm5690805|Kaveh Sajjadi||
nm0408436|Thomas H. Ince||
nm0936823|William Witney||
nm1278752|Paul Gagné||
nm4249424|Truls Toftenes||
nm0749439|Christophe Ruggia||
nm1335705|Hussein Shariffe||
nm1866607|John Lechner||
nm4143969|Zak Levitt||
nm0877218|Rosemarie Turko||
nm0757976|Tewfik Saleh||
nm6646390|Otto Bell||
nm1427994|Ian Clark||
nm1973920|Hugo Berkeley||
nm3155454|Ryan Bellgardt||
nm1379285|Marika Beiku||
nm9470141|Gun Phansuwon||
nm0497567|Juno John Lee||
nm3833429|Roger Scott||
nm0689562|Philippe Pollet-Villard||
nm0394793|Andrew Horn||
nm2935851|David Easteal||
nm0397227|David Howard||
nm2326979|Larysa Kondracki||
nm0103092|Ty Bradford||
nm0299923|Richard Gabai||
nm6939134|Dan Madison Savage||
nm1638111|Josh David Jordan||
nm0893099|Thanasis Vengos||
nm3594158|Benoit Toulemonde||
nm0903505|Vladimir Vorobyov||
nm0530479|Chris Löfvén||
nm0088579|John Blizek||
nm2704263|Stephen Fell||
nm0293877|Eric Freiser||
nm3412215|Gaël Leiblang||
nm6442131|Saravana Rajan||
nm1556155|Martin Jay Weiss||
nm2013099|Jon Salmon||
nm13237430|Naomi Nagata||
nm0020821|Matthew Allen||
nm3604043|Gaspard Kuentz||
nm1628215|Eli Steele||
nm0129416|Anthony Caldarella||
nm0956919|Bruno Zincone||
nm0336726|John Gray||
nm1851321|Théo Court||
nm2039738|Annika Grof||
nm1199352|Sam Koji Hale||
nm1908575|K. Hari Shankar||
nm1397641|Jasmine D'Souza||
nm0056715|Marc Barrat||
nm2247200|Albert Serra||
nm0762780|Aleksandr Sanin||
nm1530431|Philip Martin||
nm4649013|Adriana L. Dutra||
nm2151126|Eoin Macken||
nm6436497|Pavel Siska||
nm0115200|Philippe Browning||
nm2039839|Lenny Lenox||
nm0447337|Martin Kemp||
nm0845440|Ágnes Sós||
nm4090848|Aneil Karia||
nm2964966|Adam Pease||
nm15668251|Felix Herngren Måns Herngren||
nm0075728|Benjamin Berman||
nm0472303|Steve Kroschel||
nm0715892|Clive Rees||
nm12716008|Rob McLaughlin||
nm2996471|Sung Jin Ahn||
nm8030689|Camille Melvil||
nm1962933|Cire Hensman||
nm6164436|David Chen||
nm0534041|Lauren MacMullan||
nm2029862|Igor Drljaca||
nm2225974|Guy Fieri||
nm7443549|Rob Grabow||
nm0495148|Tim Leandro||
nm2795590|Mina T. Son||
nm3892381|Naotarô Endô||
nm0429560|Otto Jongerius||
nm0440924|Pierre Kast||
nm0414025|Sammy Jackson||
nm1842541|Claudia Lorenz||
nm0766020|Oley Sassone||
nm0785164|Julien Seri||
nm0662068|Ben Parker||
nm1937249|Paul Magnus Lundø||
nm0044130|Villen Azarov||
nm5270197|Douglas Stahl||
nm0017923|Nikolay Aleksandrovich||
nm0023859|Keita Amemiya||
nm0561230|Humberto Mauro||
nm0911799|Yu Wang||
nm0036048|Étienne Arnaud||
nm2342225|Boris Acosta||
nm2718008|Justin Steele||
nm2566169|Kyle Reiter||
nm0130735|Tom Caltabiano||
nm0720886|Harry Revier||
nm8192681|Christophe Kilian||
nm0949011|Kinji Yoshimoto||
nm0368366|Linda Hassani||
nm3987941|Mitesh Kumar Patel||
nm5707880|Phil Burgers||
nm0081599|Claudio Biern Boyd||
nm1231462|Tània Balló||
nm0563773|Ousmane William Mbaye||
nm2146152|Ivo Macharácek||
nm2388707|Pete McKinny||
nm2915980|Sylvie Gilman||
nm8614515|Ilker Can Karagulle||
nm0648900|Sergei Ovcharov||
nm5671757|Cody Kennedy||
nm0260322|José Escobar||
nm1597128|Camille Juza||
nm0135576|Eugenio Cappuccio||
nm4459669|Kevin Parker Flynn||
nm0011897|Roberta Findlay||
nm2078274|Jim Hoskinson||
nm0773949|Michael Schneider||
nm3889012|Alan Watkins||
nm0466793|John Korty||
nm4853354|Aditya Sarpotdar||
nm3431255|Jasmine C. Perry||
nm11442870|Noah Marks||
nm0533713|Michelle MacLaren||
nm1602570|Seon-Dong Yu||
nm8886302|Joel Núñez Arocha||
nm4106347|Tom Gore||
nm4948755|Chip Rossetti||
nm1117601|Bill Brummel||
nm0311435|Curt Geda||
nm0589278|Rusty Mills||
nm0223403|Bernard Deyriès||
nm0738056|Jürgen Roland||
nm0333637|Roger Graef||
nm0671226|Riccardo Pellizzeri||
nm2444689|Eric Nemoto||
nm1489979|Aidee Walker||
nm2741248|Ben Avishai||
nm0959977|Noburō Ōfuji||
nm2382963|Piotr Matwiejczyk||
nm0182146|Fabrizio Costa||
nm0762541|Arlene Sanford||
nm1078394|Peter von Puttkamer||
nm4409181|Daigo Matsui||
nm0419248|David Jason||
nm0107756|Lou Breslow||
nm2371638|Masaki Nishiura||
nm0669364|Richard Pearson||
nm6440635|Manouchehr Hadi||
nm2223412|Joel Kazuo Knoernschild||
nm0411178|Elyor Ishmukhamedov||
nm2104796|Steven Dupler||
nm3680655|Sean Cruser||
nm0319847|Grojo||
nm3655917|Ryan Patch||
nm0384342|James Hill||
nm5469372|Jeremy Phillips||
nm15565999|Shin Jae Ho||
nm1580673|Sananjit Bangsapan||
nm0098709|Juan Diego Botto||
nm0824882|Burr Steers||
nm0592573|Dan Mirvish||
nm3230542|James Ngo||
nm0037247|Guillermo Arriaga||
nm0192984|Paul Currie||
nm0771923|Sebastian Schipper||
nm5823481|Amir Reichart||
nm6255606|Roger B. Stillz||
nm0527893|Philip Lyall||
nm2131687|Héctor Cabello Reyes||
nm3463234|Raja Sen||
nm11722147|Vincent Ferraz||
nm0584297|Bret Michaels||
nm0001302|Christopher Guest||
nm0331296|Marleen Gorris||
nm5869981|Grayson Stroud||
nm6297589|Lee Joo-young||
nm3668052|Yesim Sezgin||
nm2856124|Jim Di Bergi||
nm1932020|Kenji Uchida||
nm12969814|Yasaman Sharifmanesh||
nm0460176|Alexander Kluge||
nm0742230|Jacob Rosenberg||
nm1409123|Park Young-hoon||
nm4982827|Hitoshi Takekiyo||
nm13444531|Feroz Khan Bollybrothers||
nm0900284|Eva Vives||
nm0297590|Alberto Fuguet||
nm0585738|Matthew Miele||
nm0785909|Alejandro Sessa||
nm5711099|Rena Mundo Croshere||
nm0135199|Cathy Caplan||
nm1326535|Sundar C.||
nm0262049|Paul Etheredge||
nm1762349|Scott Christian Sava||
nm3944301|Thomas Torelli||
nm0168674|Wayne Coe||
nm0810938|Greg Sneddon||
nm4398489|Jessica Kingdon||
nm1729121|Eiichirô Hasumi||
nm0613981|John Murlowski||
nm1863924|Rania Ajami||
nm0881490|Andrew Upton||
nm1449526|Srikant Chellappa||
nm0392668|Stefan Holtz||
nm3450267|Raimund Huber||
nm0002892|Wally Pfister||
nm0398866|Ann Hu||
nm0038432|Kelly Asbury||
nm8847265|Selman Nacar||
nm3523384|Bob Christie||
nm0436899|Mischa Kamp||
nm3942948|Nick McAnulty||
nm8050486|Julien Paris||
nm5079723|Bryan Tucker||
nm1032521|Lorene Scafaria||
nm3817360|Kazuaki Ue||
nm0840443|Virpi Suutari||
nm0777593|Jeffrey Schwarz||
nm0717449|Tommy Reid||
nm0011828|Charles Adelman||
nm1519079|Guy Davidi||
nm10318280|Jane Bibi||
nm0928370|Nettie Wild||
nm7267981|Bi Gan||
nm0870750|Naum Trakhtenberg||
nm6394773|Jennifer Stein||
nm1845013|Lorenzo Bianchini||
nm0235438|Barbara Dourmashkin-Case||
nm3778526|Hans Christian Berger||
nm0315912|Partho Ghosh||
nm0719131|Sheldon Renan||
nm1310861|Mary Nighy||
nm0394024|Matthew Hope||
nm0768558|Parviz Sayyad||
nm1312636|Michael Nigro||
nm0001570|Edward Norton||
nm3260665|Dylan Goch||
nm3401779|Andrew Erwin||
nm0188722|Brandon Cronenberg||
nm1897760|Jesse Atlas||
nm2278519|Charles Gazelle||
nm3360238|Atsuhiro Yamada||
nm3173663|Helene Hegemann||
nm0387605|Lyndall Hobbs||
nm0708917|Tulsi Ramsay||
nm0705779|Eric Radomski||
nm1131680|James Tucker||
nm0171825|Eric Colley||
nm5469139|Andrew Mecham||
nm0685789|Glen Pitre||
nm0945412|Eiichi Yamamoto||
nm0943758|William Wyler||
nm1501918|Wolfgang Eissler||
nm0169135|Miguel Cohan||
nm3990510|Meredith Edwards||
nm0856066|Richard Terry||
nm0408076|Shōhei Imamura||
nm0546686|Nicolae Margineanu||
nm1017500|Ahn Sang-hoon||
nm0041118|David Attwood||
nm6924527|Sinisa Gacic||
nm0288476|Claude Fournier||
nm14043455|Xiaoshi Liu||
nm0005561|Luke Wilson||
nm1259871|John Crowley||
nm3584506|Gerard Barrett||
nm0194156|Jan Cvitkovic||
nm2190048|Tom Edmunds||
nm0357333|Paul Hamann||
nm0479884|Felipe Lacerda||
nm0001290|Richard E. Grant||
nm0488953|Brie Larson||
nm0256149|Robert Emenegger||
nm5663638|Ulises Porra||
nm4924144|Grayson Moore||
nm0162407|Tony Cinciripini||
nm1574929|Rigoberto Pérezcano||
nm0489689|Jeremy Lasky||
nm3546728|Daniel Wolfe||
nm0249006|Shane Edelman||
nm0171917|James F. Collier||
nm4581336|Roderick Cabrido||
nm2862041|Connor Jessup||
nm0000485|Fritz Lang||
nm1469575|Andrea Martínez Crowther||
nm0920091|Alexander J. Wells||
nm1898082|Edward Evers-Swindell||
nm3434530|Briony Kidd||
nm1101339|Pål Øie||
nm0000583|Wolfgang Petersen||
nm0559564|Toshio Matsumoto||
nm0655053|Sergio Pablos||
nm3086959|Marc-Uwe Kling||
nm1101381|Ash Christian||
nm0065259|Reginald Beck||
nm7679077|Fernando Campos||
nm0349484|Chus Gutiérrez||
nm1445631|Piti Jaturaphat||
nm0610831|Gabriele Muccino||
nm0032154|Stephen C. Apostolof||
nm2179786|Sasha Waters||
nm1962251|Toru Matsuura||
nm0368057|Kôji Hashimoto||
nm1539392|Kristin Hanggi||
nm1170286|Martin Weisz||
nm1202716|Vincent Garenq||
nm0623178|Raja Nawathe||
nm0000691|John Waters||
nm0890882|Dmitry Vasyukov||
nm0045959|Randall M. Badat||
nm0711807|George Ratliff||
nm2458073|Michael Chaiken||
nm3247049|Alex Grossman||
nm0213340|Michel Debats||
nm0654475|Tom Owens||
nm1476102|Jeremiah Zagar||
nm6201339|Tom Teller||
nm0878031|André Turpin||
nm11739451|Weiser Quay||
nm2346036|Emmanuel Shirinian||
nm6396820|Michelle Kwon||
nm0729514|Christian Rivers||
nm0006703|Zeki Ökten||
nm0000216|Arnold Schwarzenegger||
nm10518988|Joanna Reposi Garibaldi||
nm0760552|Kristine Samuelson||
nm0280878|Frances H. Flaherty||
nm3571021|Oded Raz||
nm0464804|Satoshi Kon||
nm0893659|Gore Verbinski||
nm2589015|Alexandra Westmeier||
nm0069547|Jerry Belson||
nm3550361|Sarik Andreasyan||
nm0782900|Andrzej Sekula||
nm2040537|Kim Farrant||
nm1338111|Carlos Gil||
nm2996658|Gary Breslin||
nm0433211|Gonzalo Justiniano||
nm6758597|David Siev||
nm1192866|Stevie Long||
nm0815418|Paul Soter||
nm1259307|Michael Drumm||
nm1038878|Pedro Rivero||
nm3933535|Elena Tonetti-Vladimirova||
nm2502300|Shinobu Yoshioka||
nm1507308|Theodore Ushev||
nm0792241|Peter Sheridan||
nm1197546|Victor Warren||
nm9812090|Alejandro Medina||
nm4333222|David Grovic||
nm2919204|Kris Boustedt||
nm0325452|Karl Golden||
nm0206847|Fabio De Agostini||
nm0036537|Lisa Arnold||
nm0460146|Jorgen Klubien||
nm0097544|Michael Bortman||
nm1220023|John V. Knowles||
nm0008953|Marc Abraham||
nm0765477|Paul Sarossy||
nm0774760|Carey McKenzie||
nm2123102|Eran Creevy||
nm0139239|Heiner Carow||
nm0890060|Ram Gopal Varma||
nm2373304|Márk Kostyál||
nm0164053|Jane Clark||
nm0000005|Ingmar Bergman||
nm0414817|David Jacobson||
nm0292647|Rachel Winter||
nm0845496|Martin Söderhjelm||
nm0579828|Vladimir Menshov||
nm0527475|John Luton||
nm0666806|Don Michael Paul||
nm0688819|James Polakof||
nm2975950|Umesh Vinayak Kulkarni||
nm0470665|Jeff Kreines||
nm0960709|Hoi-Ching Cheung||
nm6650012|Trinadha Rao Nakkina||
nm3088409|Frédéric Tcheng||
nm3337144|Julian Branciforte||
nm0734169|Joe Rock||
nm4000651|Howard James Fyvie||
nm6483149|Ruben Gutierrez||
nm0502527|Rick Leon||
nm0599291|Enzo Monteleone||
nm3639185|Cybela Clare||
nm4518526|Arwen Curry||
nm10095184|Andrew Slater||
nm0262277|Corey Michael Eubanks||
nm0158523|Rezo Chkheidze||
nm0106073|Estela Bravo||
nm0459571|Aurel Klimt||
nm1509903|Kieran Evans||
nm1019103|Amir Valinia||
nm1437652|Adam B. Stein||
nm2171652|Babak Jalali||
nm0013138|Jim Agnew||
nm0928782|Gordon Wiles||
nm5381960|Kahlil Joseph||
nm0009524|Franco Abussi||
nm0549283|James Marlowe||
nm6545668|Sean Lee||
nm1761524|Andrea Pallaoro||
nm0509033|Mitchell Lichtenstein||
nm5271436|Rosie Lourde||
nm0605743|Shirô Moritani||
nm1000113|Etan Cohen||
nm14190996|Lee Hiu-Ling||
nm0802807|Florent-Emilio Siri||
nm0522634|Jeremy Lovering||
nm0026862|Jane Anderson||
nm2012920|Olivier Staphylas||
nm0787509|Renuka Shahane||
nm1054446|Lorena Muñoz||
nm4725010|Midi Z||
nm2021547|Anthony Chen||
nm0091824|James Bogle||
nm10711799|Marcelo Barbosa||
nm1628186|Vinko Moderndorfer||
nm8019520|Vasilis Katsoupis||
nm2665373|Tsz Pun Ko||
nm0003203|Mel Welles||
nm0116830|Erik de Bruyn||
nm1078935|Philippe Locquet||
nm0057634|Arthur Barron||
nm5756065|Iñaki Camacho||
nm1040343|Hendrik Hölzemann||
nm0005713|Karl Freund||
nm0941017|Jessica Woodworth||
nm1171021|Marty Murray||
nm7972399|Pelayo Lira||
nm0698616|Bartosz Prokopowicz||
nm0994499|Greg Barker||
nm0432631|Sebastian Junger||
nm0791401|Toby Shelton||
nm0106423|George P. Breakston||
nm1388562|Ted Bogosian||
nm3376391|Christopher Jacobs||
nm3358451|Kellen Moore||
nm7668868|Brad Abrahams||
nm0192890|William Curran||
nm1564809|Julius Onah||
nm0195039|Enzo D'Alò||
nm0916977|Nicholas Webster||
nm1014356|Jeremy Peter Allen||
nm0674398|Benito Perojo||
nm1311620|Lorena Villarreal||
nm2019221|Chris Dapkins||
nm2513775|Andreas Nickel||
nm6405127|Ivan Ayr||
nm0226244|Erwin C. Dietrich||
nm6797061|Bill Porter Sr.||
nm0582939|Jason Mewes||
nm1050301|Virgil Nicolaescu||
nm0134396|Hans Canosa||
nm0000343|David Cronenberg||
nm2243046|Francesco Maurizio Guido||
nm1319093|Alexander Holt||
nm0471341|Milton Krims||
nm0037519|Mychel Arsenault||
nm0323582|Sergio Gobbi||
nm0697014|Lonny Price||
nm4447986|Lou Viger||
nm0000180|David Lean||
nm1589670|Caradog W. James||
nm1856662|Ulas Ak||
nm1662721|Arash T. Riahi||
nm0117806|Jan Bubenicek||
nm0004675|Phil Alden Robinson||
nm5525244|John Maloof||
nm0140893|Larry Carroll||
nm1190385|Peter Monsaert||
nm0080056|Peter Bezencenet||
nm8417125|Michal Siewierski||
nm0704675|Richard Raaphorst||
nm0123009|Jeff Burr||
nm1130641|Marinko Spahic||
nm0001282|Tony Goldwyn||
nm2141317|Roger Ross Williams||
nm2326407|Anna Rose Holmer||
nm0578361|Michael Melski||
nm2290404|Jasmine McGlade||
nm2786914|Christina Ioakeimidi||
nm0616893|Zion Myers||
nm0568584|Paul McEvoy||
nm0343472|Paul Gross||
nm0467017|Dover Koshashvili||
nm10023062|Pushpdeep Bhardwaj||
nm1732403|Brianne Davis||
nm0333641|Gustavo Graef Marino||
nm3855414|Moses Olson||
nm0321791|Baylis Glascock||
nm8303792|Shanavas K. Bavakutty||
nm3479619|Xavier de Lauzanne||
nm0200590|Dominique Dante||
nm0569469|Don McGlynn||
nm1709696|Kim Rocco Shields||
nm0328811|Frederic Goode||
nm0002137|Arthur Hiller||
nm0112085|Katherine Brooks||
nm10242786|Miki Wecel||
nm0253498|Michael Elias||
nm0911486|David S. Ward||
nm4669657|Grant Pichla||
nm1157527|Andrew Jay Cohen||
nm2842319|Hamish Grieve||
nm0001207|José Ferrer||
nm4593467|Joshua Bonnetta||
nm0192446|Sean S. Cunningham||
nm1244069|Kenya Barris||
nm5850562|Paul Schneider||
nm1297699|Alessandro Pambianco||
nm1474946|Marcus Robbin||
nm4913228|Alexandra Weltz||
nm4254713|Chella Ayyavu||
nm0137124|Anthony Carras||
nm1983733|Sebastian Schultz||
nm2402093|Brian Savelson||
